Access,Start Time (UTCG),Stop Time (UTCG),Duration (sec),,
994,1 Jan 2020 03:32:11.060,1 Jan 2020 03:42:09.156,598.096,,
995,1 Jan 2020 05:08:54.773,1 Jan 2020 05:19:25.486,630.713,,
996,1 Jan 2020 06:45:19.582,1 Jan 2020 06:55:46.932,627.35,,
997,1 Jan 2020 08:23:08.427,1 Jan 2020 08:29:06.402,357.975,,
998,1 Jan 2020 21:52:31.948,1 Jan 2020 21:56:14.667,222.718,,
999,1 Jan 2020 23:24:43.456,1 Jan 2020 23:34:56.401,612.945,,
1000,2 Jan 2020 01:00:47.666,2 Jan 2020 01:11:24.006,636.34,,
1001,2 Jan 2020 02:38:02.022,2 Jan 2020 02:48:01.844,599.822,,
1002,2 Jan 2020 04:14:58.776,2 Jan 2020 04:25:15.983,617.207,,
1003,2 Jan 2020 05:51:23.447,2 Jan 2020 06:02:05.508,642.061,,
1004,2 Jan 2020 07:28:22.106,2 Jan 2020 07:36:46.365,504.259,,
1005,2 Jan 2020 22:31:27.348,2 Jan 2020 22:40:49.715,562.367,,
1006,3 Jan 2020 00:06:47.429,3 Jan 2020 00:17:30.668,643.239,,
1007,3 Jan 2020 01:43:50.534,3 Jan 2020 01:53:58.975,608.441,,
1008,3 Jan 2020 03:20:59.082,3 Jan 2020 03:31:04.195,605.113,,
1009,3 Jan 2020 04:57:29.884,3 Jan 2020 05:08:11.866,641.982,,
1010,3 Jan 2020 06:34:05.373,3 Jan 2020 06:43:47.070,581.697,,
1011,3 Jan 2020 21:38:37.425,3 Jan 2020 21:46:26.728,469.303,,
1012,3 Jan 2020 23:12:57.231,3 Jan 2020 23:23:36.635,639.404,,
1013,4 Jan 2020 00:49:39.188,4 Jan 2020 01:00:00.487,621.299,,
1014,4 Jan 2020 02:26:54.916,4 Jan 2020 02:36:53.135,598.219,,
1015,4 Jan 2020 04:03:36.394,4 Jan 2020 04:14:09.098,632.704,,
1016,4 Jan 2020 05:40:01.807,4 Jan 2020 05:50:24.764,622.957,,
1017,4 Jan 2020 07:18:05.011,4 Jan 2020 07:23:24.327,319.316,,
1018,4 Jan 2020 20:46:39.199,4 Jan 2020 20:51:21.778,282.579,,
1019,4 Jan 2020 22:19:20.265,4 Jan 2020 22:29:39.196,618.931,,
1020,4 Jan 2020 23:55:31.077,5 Jan 2020 00:06:05.365,634.287,,
1021,5 Jan 2020 01:32:46.513,5 Jan 2020 01:42:45.151,598.638,,
1022,5 Jan 2020 03:09:40.968,5 Jan 2020 03:20:00.304,619.335,,
1023,5 Jan 2020 04:46:05.011,5 Jan 2020 04:56:45.798,640.787,,
1024,5 Jan 2020 06:23:09.445,5 Jan 2020 06:31:15.332,485.887,,
1025,5 Jan 2020 21:26:00.581,5 Jan 2020 21:35:34.452,573.871,,
1026,5 Jan 2020 23:01:29.396,5 Jan 2020 23:12:11.999,642.603,,
1027,6 Jan 2020 00:38:35.279,6 Jan 2020 00:48:41.531,606.252,,
1028,6 Jan 2020 02:15:42.042,6 Jan 2020 02:25:48.681,606.639,,
1029,6 Jan 2020 03:52:11.284,6 Jan 2020 04:02:54.034,642.75,,
1030,6 Jan 2020 05:28:49.449,6 Jan 2020 05:38:21.096,571.647,,
1031,6 Jan 2020 20:33:05.161,6 Jan 2020 20:41:15.358,490.197,,
1032,6 Jan 2020 22:07:37.222,6 Jan 2020 22:18:18.342,641.12,,
1033,6 Jan 2020 23:44:23.676,6 Jan 2020 23:54:42.389,618.714,,
1034,7 Jan 2020 01:21:38.696,7 Jan 2020 01:31:37.307,598.611,,
1035,7 Jan 2020 02:58:18.004,7 Jan 2020 03:08:52.621,634.616,,
1036,7 Jan 2020 04:34:44.293,7 Jan 2020 04:45:02.190,617.897,,
1037,7 Jan 2020 06:13:05.626,7 Jan 2020 06:17:38.122,272.495,,
1038,7 Jan 2020 19:40:53.369,7 Jan 2020 19:46:22.388,329.019,,
1039,7 Jan 2020 21:13:57.703,7 Jan 2020 21:24:21.808,624.104,,
1040,7 Jan 2020 22:50:14.759,7 Jan 2020 23:00:46.850,632.091,,
1041,8 Jan 2020 00:27:30.956,8 Jan 2020 00:37:28.687,597.731,,
1042,8 Jan 2020 02:04:23.092,8 Jan 2020 02:14:44.633,621.54,,
1043,8 Jan 2020 03:40:46.721,8 Jan 2020 03:51:25.787,639.066,,
1044,8 Jan 2020 05:17:57.762,8 Jan 2020 05:25:43.186,465.424,,
1045,8 Jan 2020 20:20:34.653,8 Jan 2020 20:30:18.776,584.123,,
1046,8 Jan 2020 21:56:11.719,8 Jan 2020 22:06:53.381,641.662,,
1047,8 Jan 2020 23:33:20.053,8 Jan 2020 23:43:24.309,604.256,,
1048,9 Jan 2020 01:10:24.899,9 Jan 2020 01:20:33.268,608.369,,
1049,9 Jan 2020 02:46:52.735,9 Jan 2020 02:57:35.996,643.261,,
1050,9 Jan 2020 04:23:34.009,9 Jan 2020 04:32:54.490,560.481,,
1051,9 Jan 2020 19:27:34.245,9 Jan 2020 19:36:03.032,508.787,,
1052,9 Jan 2020 21:02:17.670,9 Jan 2020 21:13:00.005,642.336,,
1053,9 Jan 2020 22:39:08.290,9 Jan 2020 22:49:24.481,616.191,,
1054,10 Jan 2020 00:16:22.357,10 Jan 2020 00:26:21.657,599.3,,
1055,10 Jan 2020 01:52:59.599,10 Jan 2020 02:03:36.025,636.426,,
1056,10 Jan 2020 03:29:27.058,10 Jan 2020 03:39:39.168,612.109,,
1057,10 Jan 2020 05:08:13.034,10 Jan 2020 05:11:44.999,211.966,,
1058,10 Jan 2020 18:35:11.827,10 Jan 2020 18:41:19.089,367.262,,
1059,10 Jan 2020 20:08:35.725,10 Jan 2020 20:19:04.246,628.521,,
1060,10 Jan 2020 21:44:58.657,10 Jan 2020 21:55:28.466,629.809,,
1061,10 Jan 2020 23:22:15.328,10 Jan 2020 23:32:12.442,597.114,,
1062,11 Jan 2020 00:59:05.139,11 Jan 2020 01:09:28.941,623.802,,
1063,11 Jan 2020 02:35:28.583,11 Jan 2020 02:46:05.445,636.862,,
1064,11 Jan 2020 04:12:47.254,11 Jan 2020 04:20:09.733,442.479,,
1065,11 Jan 2020 19:15:09.491,11 Jan 2020 19:25:02.721,593.231,,
1066,11 Jan 2020 20:50:54.364,11 Jan 2020 21:01:34.819,640.454,,
1067,11 Jan 2020 22:28:04.819,11 Jan 2020 22:38:07.307,602.488,,
1068,12 Jan 2020 00:05:07.624,12 Jan 2020 00:15:17.930,610.306,,
1069,12 Jan 2020 01:41:34.249,12 Jan 2020 01:52:17.719,643.47,,
1070,12 Jan 2020 03:18:19.116,12 Jan 2020 03:27:27.166,548.05,,
1071,12 Jan 2020 18:22:04.514,12 Jan 2020 18:30:49.893,525.379,,
1072,12 Jan 2020 19:56:58.542,12 Jan 2020 20:07:41.636,643.093,,
1073,12 Jan 2020 21:33:52.990,12 Jan 2020 21:44:06.761,613.771,,
1074,12 Jan 2020 23:11:05.878,12 Jan 2020 23:21:06.160,600.283,,
1075,13 Jan 2020 00:47:41.162,13 Jan 2020 00:58:19.274,638.112,,
1076,13 Jan 2020 02:24:10.126,13 Jan 2020 02:34:15.649,605.523,,
1077,13 Jan 2020 04:03:37.202,13 Jan 2020 04:05:34.977,117.776,,
1078,13 Jan 2020 17:29:33.329,13 Jan 2020 17:36:13.070,399.741,,
1079,13 Jan 2020 19:03:14.273,13 Jan 2020 19:13:46.525,632.253,,
1080,13 Jan 2020 20:39:42.748,13 Jan 2020 20:50:10.212,627.464,,
1081,13 Jan 2020 22:16:59.582,13 Jan 2020 22:26:56.402,596.82,,
1082,13 Jan 2020 23:53:47.086,14 Jan 2020 00:04:13.195,626.11,,
1083,14 Jan 2020 01:30:10.602,14 Jan 2020 01:40:44.721,634.119,,
1084,14 Jan 2020 03:07:38.156,14 Jan 2020 03:14:34.684,416.529,,
1085,14 Jan 2020 18:09:45.022,14 Jan 2020 18:19:46.324,601.302,,
1086,14 Jan 2020 19:45:37.292,14 Jan 2020 19:56:16.312,639.02,,
1087,14 Jan 2020 21:22:49.533,14 Jan 2020 21:32:50.520,600.987,,
1088,14 Jan 2020 22:59:50.211,14 Jan 2020 23:10:02.637,612.426,,
1089,15 Jan 2020 00:36:15.814,15 Jan 2020 00:46:59.154,643.34,,
1090,15 Jan 2020 02:13:04.827,15 Jan 2020 02:21:59.035,534.208,,
1091,15 Jan 2020 17:16:35.818,15 Jan 2020 17:25:36.032,540.214,,
1092,15 Jan 2020 18:51:39.786,15 Jan 2020 19:02:23.226,643.44,,
1093,15 Jan 2020 20:28:37.725,15 Jan 2020 20:38:49.222,611.498,,
1094,15 Jan 2020 22:05:49.236,15 Jan 2020 22:15:50.794,601.558,,
1095,15 Jan 2020 23:42:22.697,15 Jan 2020 23:53:02.335,639.638,,
1096,16 Jan 2020 01:18:53.507,16 Jan 2020 01:28:51.567,598.06,,
1097,16 Jan 2020 16:23:57.147,16 Jan 2020 16:31:05.024,427.877,,
1098,16 Jan 2020 17:57:53.300,16 Jan 2020 18:08:28.647,635.347,,
1099,16 Jan 2020 19:34:26.971,16 Jan 2020 19:44:52.082,625.111,,
1100,16 Jan 2020 21:11:43.687,16 Jan 2020 21:21:40.542,596.856,,
1101,16 Jan 2020 22:48:28.931,16 Jan 2020 22:58:57.351,628.421,,
1102,17 Jan 2020 00:24:52.783,17 Jan 2020 00:35:23.570,630.787,,
1103,17 Jan 2020 02:02:30.813,17 Jan 2020 02:08:57.663,386.85,,
1104,17 Jan 2020 15:32:38.591,17 Jan 2020 15:35:23.568,164.977,,
1105,17 Jan 2020 17:04:21.177,17 Jan 2020 17:14:29.600,608.422,,
1106,17 Jan 2020 18:40:20.454,17 Jan 2020 18:50:57.854,637.4,,
1107,17 Jan 2020 20:17:34.156,17 Jan 2020 20:27:33.924,599.768,,
1108,17 Jan 2020 21:54:32.630,17 Jan 2020 22:04:47.347,614.717,,
1109,17 Jan 2020 23:30:57.429,17 Jan 2020 23:41:40.260,642.831,,
1110,18 Jan 2020 01:07:51.214,18 Jan 2020 01:16:29.968,518.754,,
1111,18 Jan 2020 16:11:08.029,18 Jan 2020 16:20:21.528,553.5,,
1112,18 Jan 2020 17:46:21.359,18 Jan 2020 17:57:04.777,643.418,,
1113,18 Jan 2020 19:23:22.457,18 Jan 2020 19:33:31.851,609.395,,
1114,18 Jan 2020 21:00:32.406,18 Jan 2020 21:10:35.517,603.111,,
1115,18 Jan 2020 22:37:04.191,18 Jan 2020 22:47:45.162,640.97,,
1116,19 Jan 2020 00:13:37.232,19 Jan 2020 00:23:26.860,589.627,,
1117,19 Jan 2020 15:18:22.798,19 Jan 2020 15:25:55.379,452.581,,
1118,19 Jan 2020 16:52:32.754,19 Jan 2020 17:03:10.624,637.87,,
1119,19 Jan 2020 18:29:11.284,19 Jan 2020 18:39:34.066,622.782,,
1120,19 Jan 2020 20:06:27.614,19 Jan 2020 20:16:24.834,597.22,,
1121,19 Jan 2020 21:43:10.660,19 Jan 2020 21:53:41.376,630.716,,
1122,19 Jan 2020 23:19:35.128,19 Jan 2020 23:30:01.939,626.812,,
1123,20 Jan 2020 00:57:25.732,20 Jan 2020 01:03:18.119,352.387,,
1124,20 Jan 2020 14:26:38.197,20 Jan 2020 14:30:38.253,240.055,,
1125,20 Jan 2020 15:58:57.893,20 Jan 2020 16:09:12.577,614.685,,
1126,20 Jan 2020 17:35:03.808,20 Jan 2020 17:45:39.444,635.636,,
1127,20 Jan 2020 19:12:18.653,20 Jan 2020 19:22:17.503,598.85,,
1128,20 Jan 2020 20:49:14.881,20 Jan 2020 20:59:32.018,617.137,,
1129,20 Jan 2020 22:25:39.091,20 Jan 2020 22:36:20.988,641.897,,
1130,21 Jan 2020 00:02:38.362,21 Jan 2020 00:10:59.838,501.476,,
1131,21 Jan 2020 15:05:41.037,21 Jan 2020 15:15:06.457,565.42,,
1132,21 Jan 2020 16:41:03.217,21 Jan 2020 16:51:46.283,643.066,,
1133,21 Jan 2020 18:18:07.138,21 Jan 2020 18:28:14.630,607.492,,
1134,21 Jan 2020 19:55:15.375,21 Jan 2020 20:05:20.297,604.922,,
1135,21 Jan 2020 21:31:45.647,21 Jan 2020 21:42:27.711,642.064,,
1136,21 Jan 2020 23:08:21.327,21 Jan 2020 23:18:01.449,580.123,,
1137,22 Jan 2020 14:12:49.947,22 Jan 2020 14:20:44.421,474.474,,
1138,22 Jan 2020 15:47:12.587,22 Jan 2020 15:57:52.458,639.87,,
1139,22 Jan 2020 17:23:55.654,22 Jan 2020 17:34:16.151,620.497,,
1140,22 Jan 2020 19:01:11.336,22 Jan 2020 19:11:09.240,597.905,,
1141,22 Jan 2020 20:37:52.269,22 Jan 2020 20:48:25.215,632.945,,
1142,22 Jan 2020 22:14:17.656,22 Jan 2020 22:24:39.778,622.122,,
1143,22 Jan 2020 23:52:23.758,22 Jan 2020 23:57:35.157,311.399,,
1144,23 Jan 2020 13:20:48.563,23 Jan 2020 13:25:42.341,293.779,,
1145,23 Jan 2020 14:53:35.103,23 Jan 2020 15:03:55.271,620.167,,
1146,23 Jan 2020 16:29:47.314,23 Jan 2020 16:40:21.067,633.753,,
1147,23 Jan 2020 18:07:02.992,23 Jan 2020 18:17:01.225,598.232,,
1148,23 Jan 2020 19:43:56.952,23 Jan 2020 19:54:16.607,619.655,,
1149,23 Jan 2020 21:20:20.806,23 Jan 2020 21:31:01.302,640.495,,
1150,23 Jan 2020 22:57:26.393,23 Jan 2020 23:05:28.483,482.091,,
1151,24 Jan 2020 14:00:14.750,24 Jan 2020 14:09:50.874,576.124,,
1152,24 Jan 2020 15:35:45.321,24 Jan 2020 15:46:27.748,642.427,,
1153,24 Jan 2020 17:12:51.746,24 Jan 2020 17:22:57.547,605.801,,
1154,24 Jan 2020 18:49:58.124,24 Jan 2020 19:00:05.086,606.963,,
1155,24 Jan 2020 20:26:27.049,24 Jan 2020 20:37:09.931,642.882,,
1156,24 Jan 2020 22:03:05.827,24 Jan 2020 22:12:35.260,569.432,,
1157,25 Jan 2020 13:07:18.345,25 Jan 2020 13:15:32.373,494.028,,
1158,25 Jan 2020 14:41:52.759,25 Jan 2020 14:52:34.150,641.391,,
1159,25 Jan 2020 16:18:40.041,25 Jan 2020 16:28:58.332,618.29,,
1160,25 Jan 2020 17:55:54.843,25 Jan 2020 18:05:53.733,598.89,,
1161,25 Jan 2020 19:32:33.757,25 Jan 2020 19:43:08.827,635.07,,
1162,25 Jan 2020 21:09:00.366,25 Jan 2020 21:19:17.028,616.663,,
1163,25 Jan 2020 22:47:26.456,25 Jan 2020 22:51:47.156,260.7,,
1164,26 Jan 2020 12:15:04.395,26 Jan 2020 12:20:41.094,336.699,,
1165,26 Jan 2020 13:48:12.761,26 Jan 2020 13:58:37.702,624.942,,
1166,26 Jan 2020 15:24:30.938,26 Jan 2020 15:35:02.717,631.779,,
1167,26 Jan 2020 17:01:47.151,26 Jan 2020 17:11:45.066,597.914,,
1168,26 Jan 2020 18:38:38.838,26 Jan 2020 18:49:01.069,622.231,,
1169,26 Jan 2020 20:15:02.573,26 Jan 2020 20:25:41.151,638.579,,
1170,26 Jan 2020 21:52:15.437,26 Jan 2020 21:59:55.719,460.282,,
1171,27 Jan 2020 12:54:49.087,27 Jan 2020 13:04:34.817,585.73,,
1172,27 Jan 2020 14:30:27.629,27 Jan 2020 14:41:09.166,641.537,,
1173,27 Jan 2020 16:07:36.245,27 Jan 2020 16:17:40.577,604.331,,
1174,27 Jan 2020 17:44:40.649,27 Jan 2020 17:54:49.843,609.194,,
1175,27 Jan 2020 19:21:08.413,27 Jan 2020 19:31:51.789,643.376,,
1176,27 Jan 2020 20:57:50.759,27 Jan 2020 21:07:08.218,557.459,,
1177,28 Jan 2020 12:01:47.801,28 Jan 2020 12:10:19.393,511.592,,
1178,28 Jan 2020 13:36:33.220,28 Jan 2020 13:47:15.707,642.487,,
1179,28 Jan 2020 15:13:24.415,28 Jan 2020 15:23:40.592,616.177,,
1180,28 Jan 2020 16:50:38.124,28 Jan 2020 17:00:38.274,600.15,,
1181,28 Jan 2020 18:27:15.127,28 Jan 2020 18:37:52.172,637.045,,
1182,28 Jan 2020 20:03:43.274,28 Jan 2020 20:13:53.649,610.375,,
1183,28 Jan 2020 21:42:37.663,28 Jan 2020 21:45:50.243,192.58,,
1184,29 Jan 2020 11:09:23.734,29 Jan 2020 11:15:36.446,372.712,,
1185,29 Jan 2020 12:42:50.814,29 Jan 2020 12:53:19.879,629.065,,
1186,29 Jan 2020 14:19:14.638,29 Jan 2020 14:29:44.388,629.75,,
1187,29 Jan 2020 15:56:31.117,29 Jan 2020 16:06:28.995,597.878,,
1188,29 Jan 2020 17:33:20.547,29 Jan 2020 17:43:45.363,624.816,,
1189,29 Jan 2020 19:09:44.399,29 Jan 2020 19:20:20.500,636.101,,
1190,29 Jan 2020 20:47:05.700,29 Jan 2020 20:54:21.314,435.614,,
1191,30 Jan 2020 11:49:23.983,30 Jan 2020 11:59:18.334,594.351,,
1192,30 Jan 2020 13:25:10.113,30 Jan 2020 13:35:50.537,640.424,,
1193,30 Jan 2020 15:02:20.619,30 Jan 2020 15:12:23.701,603.082,,
1194,30 Jan 2020 16:39:22.950,30 Jan 2020 16:49:34.528,611.578,,
1195,30 Jan 2020 18:15:49.736,30 Jan 2020 18:26:33.250,643.514,,
1196,30 Jan 2020 19:52:36.184,30 Jan 2020 20:01:40.236,544.052,,
1197,31 Jan 2020 10:56:18.175,31 Jan 2020 11:05:05.613,527.438,,
1198,31 Jan 2020 12:31:13.952,31 Jan 2020 12:41:57.135,643.184,,
1199,31 Jan 2020 14:08:08.751,31 Jan 2020 14:18:22.910,614.159,,
1200,31 Jan 2020 15:45:21.165,31 Jan 2020 15:55:22.818,601.653,,
1201,31 Jan 2020 17:21:56.374,31 Jan 2020 17:32:35.207,638.833,,
1202,31 Jan 2020 18:58:26.397,31 Jan 2020 19:08:29.588,603.19,,
1203,31 Jan 2020 20:38:18.163,31 Jan 2020 20:39:23.590,65.427,,
1204,1 Feb 2020 10:03:45.593,1 Feb 2020 10:10:29.366,403.773,,
1205,1 Feb 2020 11:37:29.229,1 Feb 2020 11:48:01.822,632.593,,
1206,1 Feb 2020 13:13:58.406,1 Feb 2020 13:24:26.071,627.665,,
1207,1 Feb 2020 14:51:14.874,1 Feb 2020 15:01:12.987,598.113,,
1208,1 Feb 2020 16:28:02.073,1 Feb 2020 16:38:29.451,627.378,,
1209,1 Feb 2020 18:04:26.294,1 Feb 2020 18:14:59.307,633.012,,
1210,1 Feb 2020 19:41:57.452,1 Feb 2020 19:48:44.953,407.501,,
1211,2 Feb 2020 10:43:59.378,2 Feb 2020 10:54:01.463,602.085,,
1212,2 Feb 2020 12:19:52.747,2 Feb 2020 12:30:31.850,639.103,,
1213,2 Feb 2020 13:57:04.847,2 Feb 2020 14:07:06.896,602.049,,
1214,2 Feb 2020 15:34:05.039,2 Feb 2020 15:44:19.110,614.071,,
1215,2 Feb 2020 17:10:31.033,2 Feb 2020 17:21:14.274,643.241,,
1216,2 Feb 2020 18:47:22.158,2 Feb 2020 18:56:11.237,529.079,,
1217,3 Feb 2020 09:50:49.353,3 Feb 2020 09:59:51.132,541.779,,
1218,3 Feb 2020 11:25:54.922,3 Feb 2020 11:36:38.437,643.515,,
1219,3 Feb 2020 13:02:53.037,3 Feb 2020 13:13:05.289,612.251,,
1220,3 Feb 2020 14:40:03.982,3 Feb 2020 14:50:07.346,603.364,,
1221,3 Feb 2020 16:16:37.522,3 Feb 2020 16:27:17.914,640.391,,
1222,3 Feb 2020 17:53:09.765,3 Feb 2020 18:03:04.801,595.036,,
1223,4 Feb 2020 08:58:09.395,4 Feb 2020 09:05:20.450,431.056,,
1224,4 Feb 2020 10:32:07.982,4 Feb 2020 10:42:43.548,635.566,,
1225,4 Feb 2020 12:08:42.215,4 Feb 2020 12:19:07.765,625.551,,
1226,4 Feb 2020 13:45:58.425,4 Feb 2020 13:55:57.016,598.591,,
1227,4 Feb 2020 15:22:43.443,4 Feb 2020 15:33:13.303,629.86,,
1228,4 Feb 2020 16:59:08.272,4 Feb 2020 17:09:37.546,629.274,,
1229,4 Feb 2020 18:36:51.090,4 Feb 2020 18:43:06.229,375.139,,
1230,5 Feb 2020 08:06:45.861,5 Feb 2020 08:09:42.901,177.04,,
1231,5 Feb 2020 09:38:35.243,5 Feb 2020 09:48:44.249,609.005,,
1232,5 Feb 2020 11:14:35.524,5 Feb 2020 11:25:13.121,637.597,,
1233,5 Feb 2020 12:51:48.931,5 Feb 2020 13:01:50.157,601.226,,
1234,5 Feb 2020 14:28:46.926,5 Feb 2020 14:39:03.550,616.624,,
1235,5 Feb 2020 16:05:12.311,5 Feb 2020 16:15:54.842,642.531,,
1236,5 Feb 2020 17:42:08.760,5 Feb 2020 17:50:41.120,512.36,,
1237,6 Feb 2020 08:45:21.255,6 Feb 2020 08:54:36.037,554.782,,
1238,6 Feb 2020 10:20:36.119,6 Feb 2020 10:31:19.626,643.507,,
1239,6 Feb 2020 11:57:37.262,6 Feb 2020 12:07:47.712,610.45,,
1240,6 Feb 2020 13:34:46.582,6 Feb 2020 13:44:51.828,605.246,,
1241,6 Feb 2020 15:11:18.583,6 Feb 2020 15:22:00.263,641.68,,
1242,6 Feb 2020 16:47:53.406,6 Feb 2020 16:57:39.258,585.852,,
1243,7 Feb 2020 07:52:34.756,7 Feb 2020 08:00:10.081,455.326,,
1244,7 Feb 2020 09:26:47.053,7 Feb 2020 09:37:25.085,638.031,,
1245,7 Feb 2020 11:03:26.055,7 Feb 2020 11:13:49.471,623.416,,
1246,7 Feb 2020 12:40:41.777,7 Feb 2020 12:50:41.063,599.286,,
1247,7 Feb 2020 14:17:24.668,7 Feb 2020 14:27:56.897,632.229,,
1248,7 Feb 2020 15:53:50.358,7 Feb 2020 16:04:15.197,624.839,,
1249,7 Feb 2020 17:31:47.240,7 Feb 2020 17:37:24.510,337.27,,
1250,8 Feb 2020 07:00:46.881,8 Feb 2020 07:04:55.069,248.188,,
1251,8 Feb 2020 08:33:11.549,8 Feb 2020 08:43:26.717,615.168,,
1252,8 Feb 2020 10:09:18.428,8 Feb 2020 10:19:54.357,635.929,,
1253,8 Feb 2020 11:46:32.875,8 Feb 2020 11:56:33.466,600.592,,
1254,8 Feb 2020 13:23:28.624,8 Feb 2020 13:33:47.836,619.212,,
1255,8 Feb 2020 14:59:53.597,8 Feb 2020 15:10:34.933,641.337,,
1256,8 Feb 2020 16:36:56.082,8 Feb 2020 16:45:09.788,493.706,,
1257,9 Feb 2020 07:39:53.820,9 Feb 2020 07:49:20.419,566.598,,
1258,9 Feb 2020 09:15:17.535,9 Feb 2020 09:26:00.712,643.178,,
1259,9 Feb 2020 10:52:21.418,9 Feb 2020 11:02:30.175,608.758,,
1260,9 Feb 2020 12:29:28.980,9 Feb 2020 12:39:36.244,607.264,,
1261,9 Feb 2020 14:05:59.577,9 Feb 2020 14:16:42.232,642.655,,
1262,9 Feb 2020 15:42:37.360,9 Feb 2020 15:52:12.913,575.553,,
1263,10 Feb 2020 06:47:01.439,10 Feb 2020 06:54:58.521,477.082,,
1264,10 Feb 2020 08:21:26.432,10 Feb 2020 08:32:06.453,640.021,,
1265,10 Feb 2020 09:58:09.930,10 Feb 2020 10:08:31.189,621.259,,
1266,10 Feb 2020 11:35:24.942,10 Feb 2020 11:45:25.109,600.167,,
1267,10 Feb 2020 13:12:05.769,10 Feb 2020 13:22:40.213,634.443,,
1268,10 Feb 2020 14:48:32.574,10 Feb 2020 14:58:52.242,619.668,,
1269,10 Feb 2020 16:26:46.974,10 Feb 2020 16:31:38.702,291.728,,
1270,11 Feb 2020 05:54:57.295,11 Feb 2020 05:59:57.981,300.686,,
1271,11 Feb 2020 07:27:48.281,11 Feb 2020 07:38:08.913,620.632,,
1272,11 Feb 2020 09:04:01.460,11 Feb 2020 09:14:35.560,634.1,,
1273,11 Feb 2020 10:41:16.671,11 Feb 2020 10:51:16.814,600.143,,
1274,11 Feb 2020 12:18:10.165,11 Feb 2020 12:28:31.941,621.776,,
1275,11 Feb 2020 13:54:34.902,11 Feb 2020 14:05:14.546,639.644,,
1276,11 Feb 2020 15:31:44.258,11 Feb 2020 15:39:37.118,472.861,,
1277,12 Feb 2020 06:34:27.007,12 Feb 2020 06:44:04.330,577.322,,
1278,12 Feb 2020 08:09:59.172,12 Feb 2020 08:20:41.719,642.548,,
1279,12 Feb 2020 09:47:05.518,12 Feb 2020 09:57:12.690,607.172,,
1280,12 Feb 2020 11:24:11.203,12 Feb 2020 11:34:20.573,609.37,,
1281,12 Feb 2020 13:00:40.522,12 Feb 2020 13:11:23.822,643.3,,
1282,12 Feb 2020 14:37:21.657,12 Feb 2020 14:46:45.743,564.086,,
1283,13 Feb 2020 05:41:29.273,13 Feb 2020 05:49:45.986,496.712,,
1284,13 Feb 2020 07:16:06.123,13 Feb 2020 07:26:47.666,641.543,,
1285,13 Feb 2020 08:52:53.841,13 Feb 2020 09:03:12.935,619.093,,
1286,13 Feb 2020 10:30:07.936,13 Feb 2020 10:40:09.155,601.219,,
1287,13 Feb 2020 12:06:46.774,13 Feb 2020 12:17:23.244,636.47,,
1288,13 Feb 2020 13:43:14.942,13 Feb 2020 13:53:28.673,613.731,,
1289,13 Feb 2020 15:21:52.512,13 Feb 2020 15:25:46.613,234.101,,
1290,14 Feb 2020 04:49:12.767,14 Feb 2020 04:54:56.034,343.267,,
1291,14 Feb 2020 06:22:25.426,14 Feb 2020 06:32:50.875,625.449,,
1292,14 Feb 2020 07:58:44.627,14 Feb 2020 08:09:16.749,632.122,,
1293,14 Feb 2020 09:36:00.347,14 Feb 2020 09:46:00.201,599.854,,
1294,14 Feb 2020 11:12:51.569,14 Feb 2020 11:23:15.856,624.286,,
1295,14 Feb 2020 12:49:16.253,14 Feb 2020 12:59:53.675,637.422,,
1296,14 Feb 2020 14:26:33.441,14 Feb 2020 14:34:02.983,449.542,,
1297,15 Feb 2020 05:29:00.794,15 Feb 2020 05:38:47.837,587.043,,
1298,15 Feb 2020 07:04:41.027,15 Feb 2020 07:15:22.665,641.638,,
1299,15 Feb 2020 08:41:49.570,15 Feb 2020 08:51:55.253,605.684,,
1300,15 Feb 2020 10:18:53.265,15 Feb 2020 10:29:04.812,611.547,,
1301,15 Feb 2020 11:55:21.448,15 Feb 2020 12:06:05.035,643.588,,
1302,15 Feb 2020 13:32:06.365,15 Feb 2020 13:41:17.725,551.36,,
1303,16 Feb 2020 04:35:58.142,16 Feb 2020 04:44:32.626,514.484,,
1304,16 Feb 2020 06:10:46.124,16 Feb 2020 06:21:28.766,642.642,,
1305,16 Feb 2020 07:47:37.801,16 Feb 2020 07:57:54.713,616.912,,
1306,16 Feb 2020 09:24:50.777,16 Feb 2020 09:34:53.185,602.408,,
1307,16 Feb 2020 11:01:27.706,16 Feb 2020 11:12:05.985,638.279,,
1308,16 Feb 2020 12:37:57.494,16 Feb 2020 12:48:04.493,606.999,,
1309,16 Feb 2020 14:17:10.506,16 Feb 2020 14:19:41.616,151.11,,
1310,17 Feb 2020 03:43:31.612,17 Feb 2020 03:49:50.946,379.335,,
1311,17 Feb 2020 05:17:02.994,17 Feb 2020 05:27:32.625,629.631,,
1312,17 Feb 2020 06:53:27.932,17 Feb 2020 07:03:57.942,630.01,,
1313,17 Feb 2020 08:30:43.914,17 Feb 2020 08:40:43.633,599.719,,
1314,17 Feb 2020 10:07:32.866,17 Feb 2020 10:17:59.587,626.722,,
1315,17 Feb 2020 11:43:57.684,17 Feb 2020 11:54:32.326,634.642,,
1316,17 Feb 2020 13:21:23.865,17 Feb 2020 13:28:27.179,423.314,,
1317,18 Feb 2020 04:23:35.168,18 Feb 2020 04:33:30.992,595.824,,
