"Time (UTCG)","Power (W)","Solar Intensity"
25 Jun 2020 11:19:30.000,4.935,1.000000
25 Jun 2020 11:19:35.000,4.935,1.000000
25 Jun 2020 11:19:40.000,4.935,1.000000
25 Jun 2020 11:19:45.000,4.932,1.000000
25 Jun 2020 11:19:50.000,4.929,1.000000
25 Jun 2020 11:19:55.000,4.937,1.000000
25 Jun 2020 11:20:00.000,4.956,1.000000
25 Jun 2020 11:20:05.000,4.936,1.000000
25 Jun 2020 11:20:10.000,4.964,1.000000
25 Jun 2020 11:20:15.000,4.944,1.000000
25 Jun 2020 11:20:20.000,4.935,1.000000
25 Jun 2020 11:20:25.000,4.946,1.000000
25 Jun 2020 11:20:30.000,4.944,1.000000
25 Jun 2020 11:20:35.000,5.011,1.000000
25 Jun 2020 11:20:40.000,4.942,1.000000
25 Jun 2020 11:20:45.000,4.985,1.000000
25 Jun 2020 11:20:50.000,4.938,1.000000
25 Jun 2020 11:20:55.000,4.920,1.000000
25 Jun 2020 11:21:00.000,4.965,1.000000
25 Jun 2020 11:21:05.000,4.956,1.000000
25 Jun 2020 11:21:10.000,4.960,1.000000
25 Jun 2020 11:21:15.000,4.942,1.000000
25 Jun 2020 11:21:20.000,4.934,1.000000
25 Jun 2020 11:21:25.000,4.961,1.000000
25 Jun 2020 11:21:30.000,4.942,1.000000
25 Jun 2020 11:21:35.000,4.922,1.000000
25 Jun 2020 11:21:40.000,4.971,1.000000
25 Jun 2020 11:21:45.000,4.967,1.000000
25 Jun 2020 11:21:50.000,4.963,1.000000
25 Jun 2020 11:21:55.000,4.967,1.000000
25 Jun 2020 11:22:00.000,4.968,1.000000
25 Jun 2020 11:22:05.000,4.967,1.000000
25 Jun 2020 11:22:10.000,4.955,1.000000
25 Jun 2020 11:22:15.000,4.978,1.000000
25 Jun 2020 11:22:20.000,4.973,1.000000
25 Jun 2020 11:22:25.000,4.973,1.000000
25 Jun 2020 11:22:30.000,4.963,1.000000
25 Jun 2020 11:22:35.000,4.967,1.000000
25 Jun 2020 11:22:40.000,4.968,1.000000
25 Jun 2020 11:22:45.000,4.959,1.000000
25 Jun 2020 11:22:50.000,4.971,1.000000
25 Jun 2020 11:22:55.000,4.974,1.000000
25 Jun 2020 11:23:00.000,4.975,1.000000
25 Jun 2020 11:23:05.000,4.975,1.000000
25 Jun 2020 11:23:10.000,4.991,1.000000
25 Jun 2020 11:23:15.000,4.987,1.000000
25 Jun 2020 11:23:20.000,4.969,1.000000
25 Jun 2020 11:23:25.000,4.983,1.000000
25 Jun 2020 11:23:30.000,4.969,1.000000
25 Jun 2020 11:23:35.000,4.975,1.000000
25 Jun 2020 11:23:40.000,4.979,1.000000
25 Jun 2020 11:23:45.000,4.975,1.000000
25 Jun 2020 11:23:50.000,4.984,1.000000
25 Jun 2020 11:23:55.000,4.970,1.000000
25 Jun 2020 11:24:00.000,4.990,1.000000
25 Jun 2020 11:24:05.000,4.991,1.000000
25 Jun 2020 11:24:10.000,4.988,1.000000
25 Jun 2020 11:24:15.000,4.994,1.000000
25 Jun 2020 11:24:20.000,4.987,1.000000
25 Jun 2020 11:24:25.000,4.987,1.000000
25 Jun 2020 11:24:30.000,4.996,1.000000
25 Jun 2020 11:24:35.000,4.995,1.000000
25 Jun 2020 11:24:40.000,4.996,1.000000
25 Jun 2020 11:24:45.000,4.997,1.000000
25 Jun 2020 11:24:50.000,4.995,1.000000
25 Jun 2020 11:24:55.000,5.005,1.000000
25 Jun 2020 11:25:00.000,5.006,1.000000
25 Jun 2020 11:25:05.000,4.998,1.000000
25 Jun 2020 11:25:10.000,4.997,1.000000
25 Jun 2020 11:25:15.000,5.002,1.000000
25 Jun 2020 11:25:20.000,5.004,1.000000
25 Jun 2020 11:25:25.000,4.998,1.000000
25 Jun 2020 11:25:30.000,5.000,1.000000
25 Jun 2020 11:25:35.000,5.003,1.000000
25 Jun 2020 11:25:40.000,5.001,1.000000
25 Jun 2020 11:25:45.000,5.019,1.000000
25 Jun 2020 11:25:50.000,5.001,1.000000
25 Jun 2020 11:25:55.000,5.002,1.000000
25 Jun 2020 11:26:00.000,5.002,1.000000
25 Jun 2020 11:26:05.000,5.025,1.000000
25 Jun 2020 11:26:10.000,4.998,1.000000
25 Jun 2020 11:26:15.000,4.996,1.000000
25 Jun 2020 11:26:20.000,5.008,1.000000
25 Jun 2020 11:26:25.000,5.013,1.000000
25 Jun 2020 11:26:30.000,4.996,1.000000
25 Jun 2020 11:26:35.000,5.020,1.000000
25 Jun 2020 11:26:40.000,5.020,1.000000
25 Jun 2020 11:26:45.000,5.015,1.000000
25 Jun 2020 11:26:50.000,5.023,1.000000
25 Jun 2020 11:26:55.000,5.018,1.000000
25 Jun 2020 11:27:00.000,5.011,1.000000
25 Jun 2020 11:27:05.000,5.005,1.000000
25 Jun 2020 11:27:10.000,5.022,1.000000
25 Jun 2020 11:27:15.000,5.015,1.000000
25 Jun 2020 11:27:20.000,5.011,1.000000
25 Jun 2020 11:27:25.000,5.007,1.000000
25 Jun 2020 11:27:30.000,5.008,1.000000
25 Jun 2020 11:27:35.000,5.014,1.000000
25 Jun 2020 11:27:40.000,5.014,1.000000
25 Jun 2020 11:27:45.000,5.012,1.000000
25 Jun 2020 11:27:50.000,5.012,1.000000
25 Jun 2020 11:27:55.000,5.016,1.000000
25 Jun 2020 11:28:00.000,5.023,1.000000
25 Jun 2020 11:28:05.000,5.012,1.000000
25 Jun 2020 11:28:10.000,5.014,1.000000
25 Jun 2020 11:28:15.000,5.007,1.000000
25 Jun 2020 11:28:20.000,5.022,1.000000
25 Jun 2020 11:28:25.000,5.005,1.000000
25 Jun 2020 11:28:30.000,5.012,1.000000
25 Jun 2020 11:28:35.000,5.001,1.000000
25 Jun 2020 11:28:40.000,5.015,1.000000
25 Jun 2020 11:28:45.000,5.016,1.000000
25 Jun 2020 11:28:50.000,5.016,1.000000
25 Jun 2020 11:28:55.000,5.008,1.000000
25 Jun 2020 11:29:00.000,5.008,1.000000
25 Jun 2020 11:29:05.000,5.017,1.000000
25 Jun 2020 11:29:10.000,5.004,1.000000
25 Jun 2020 11:29:15.000,4.997,1.000000
25 Jun 2020 11:29:20.000,5.005,1.000000
25 Jun 2020 11:29:25.000,5.009,1.000000
25 Jun 2020 11:29:30.000,5.022,1.000000
25 Jun 2020 11:29:35.000,5.007,1.000000
25 Jun 2020 11:29:40.000,5.016,1.000000
25 Jun 2020 11:29:45.000,5.004,1.000000
25 Jun 2020 11:29:50.000,5.007,1.000000
25 Jun 2020 11:29:55.000,5.009,1.000000
25 Jun 2020 11:30:00.000,4.997,1.000000
25 Jun 2020 11:30:05.000,5.008,1.000000
25 Jun 2020 11:30:10.000,5.010,1.000000
25 Jun 2020 11:30:15.000,4.941,1.000000
25 Jun 2020 11:30:20.000,4.987,1.000000
25 Jun 2020 11:30:25.000,4.990,1.000000
25 Jun 2020 11:30:30.000,4.977,1.000000
25 Jun 2020 11:30:35.000,4.998,1.000000
25 Jun 2020 11:30:40.000,4.998,1.000000
25 Jun 2020 11:30:45.000,4.994,1.000000
25 Jun 2020 11:30:50.000,4.984,1.000000
25 Jun 2020 11:30:55.000,4.987,1.000000
25 Jun 2020 11:31:00.000,4.995,1.000000
25 Jun 2020 11:31:05.000,4.987,1.000000
25 Jun 2020 11:31:10.000,4.991,1.000000
25 Jun 2020 11:31:15.000,4.984,1.000000
25 Jun 2020 11:31:20.000,4.977,1.000000
25 Jun 2020 11:31:25.000,4.984,1.000000
25 Jun 2020 11:31:30.000,4.983,1.000000
25 Jun 2020 11:31:35.000,4.981,1.000000
25 Jun 2020 11:31:40.000,4.965,1.000000
25 Jun 2020 11:31:45.000,4.967,1.000000
25 Jun 2020 11:31:50.000,4.975,1.000000
25 Jun 2020 11:31:55.000,4.973,1.000000
25 Jun 2020 11:32:00.000,4.973,1.000000
25 Jun 2020 11:32:05.000,4.965,1.000000
25 Jun 2020 11:32:10.000,4.960,1.000000
25 Jun 2020 11:32:15.000,4.983,1.000000
25 Jun 2020 11:32:20.000,4.964,1.000000
25 Jun 2020 11:32:25.000,4.946,1.000000
25 Jun 2020 11:32:30.000,4.957,1.000000
25 Jun 2020 11:32:35.000,4.957,1.000000
25 Jun 2020 11:32:40.000,4.905,1.000000
25 Jun 2020 11:32:45.000,4.988,1.000000
25 Jun 2020 11:32:50.000,4.944,1.000000
25 Jun 2020 11:32:55.000,4.962,1.000000
25 Jun 2020 11:33:00.000,4.926,1.000000
25 Jun 2020 11:33:05.000,4.957,1.000000
25 Jun 2020 11:33:10.000,4.931,1.000000
25 Jun 2020 11:33:15.000,4.950,1.000000
25 Jun 2020 11:33:20.000,4.916,1.000000
25 Jun 2020 11:33:25.000,4.925,1.000000
25 Jun 2020 11:33:30.000,4.931,1.000000
25 Jun 2020 11:33:35.000,4.942,1.000000
25 Jun 2020 11:33:40.000,4.925,1.000000
25 Jun 2020 11:33:45.000,4.939,1.000000
25 Jun 2020 11:33:50.000,4.930,1.000000
25 Jun 2020 11:33:55.000,4.925,1.000000
25 Jun 2020 11:34:00.000,4.909,1.000000
25 Jun 2020 11:34:05.000,4.909,1.000000
25 Jun 2020 11:34:10.000,4.910,1.000000
25 Jun 2020 11:34:15.000,4.911,1.000000
25 Jun 2020 11:34:20.000,4.909,1.000000
25 Jun 2020 11:34:25.000,4.911,1.000000
25 Jun 2020 11:34:30.000,4.896,1.000000
25 Jun 2020 11:34:35.000,4.909,1.000000
25 Jun 2020 11:34:40.000,4.899,1.000000
25 Jun 2020 11:34:45.000,4.891,1.000000
25 Jun 2020 11:34:50.000,4.891,1.000000
25 Jun 2020 11:34:55.000,4.890,1.000000
25 Jun 2020 11:35:00.000,4.888,1.000000
25 Jun 2020 11:35:05.000,4.886,1.000000
25 Jun 2020 11:35:10.000,4.880,1.000000
25 Jun 2020 11:35:15.000,4.875,1.000000
25 Jun 2020 11:35:20.000,4.885,1.000000
25 Jun 2020 11:35:25.000,4.870,1.000000
25 Jun 2020 11:35:30.000,4.867,1.000000
25 Jun 2020 11:35:35.000,4.871,1.000000
25 Jun 2020 11:35:40.000,4.874,1.000000
25 Jun 2020 11:35:45.000,4.866,1.000000
25 Jun 2020 11:35:50.000,4.858,1.000000
25 Jun 2020 11:35:55.000,4.856,1.000000
25 Jun 2020 11:36:00.000,4.857,1.000000
25 Jun 2020 11:36:05.000,4.845,1.000000
25 Jun 2020 11:36:10.000,4.834,1.000000
25 Jun 2020 11:36:15.000,4.846,1.000000
25 Jun 2020 11:36:20.000,4.827,1.000000
25 Jun 2020 11:36:25.000,4.844,1.000000
25 Jun 2020 11:36:30.000,4.835,1.000000
25 Jun 2020 11:36:35.000,4.812,1.000000
25 Jun 2020 11:36:40.000,4.818,1.000000
25 Jun 2020 11:36:45.000,4.807,1.000000
25 Jun 2020 11:36:50.000,4.819,1.000000
25 Jun 2020 11:36:55.000,4.813,1.000000
25 Jun 2020 11:37:00.000,4.811,1.000000
25 Jun 2020 11:37:05.000,4.806,1.000000
25 Jun 2020 11:37:10.000,4.808,1.000000
